Owner,Repo,Stars,Forks,Language,URL
microsoft,deprecated-azure-pipelines-servicenow-extension,5,7,,https://github.com/microsoft/deprecated-azure-pipelines-servicenow-extension
microsoft,DepthGauger,5,1,Java,https://github.com/microsoft/DepthGauger
microsoft,design-to-code,24,5,TypeScript,https://github.com/microsoft/design-to-code
microsoft,DesktopBridgeToUWP-Samples,493,271,,https://github.com/microsoft/DesktopBridgeToUWP-Samples
microsoft,deterministic-variational-inference,100,19,Jupyter Notebook,https://github.com/microsoft/deterministic-variational-inference
microsoft,Detours,5947,1104,C++,https://github.com/microsoft/Detours
microsoft,Dev-Advocacy-Samples,5,5,JavaScript,https://github.com/microsoft/Dev-Advocacy-Samples
microsoft,dev-container-features-template,25,14,Shell,https://github.com/microsoft/dev-container-features-template
microsoft,Dev-Pod,5,1,,https://github.com/microsoft/Dev-Pod
microsoft,dev-tunnels,406,30,C#,https://github.com/microsoft/dev-tunnels
microsoft,dev-tunnels-ssh,136,18,C#,https://github.com/microsoft/dev-tunnels-ssh
microsoft,DevAppsForTeams,54,21,TypeScript,https://github.com/microsoft/DevAppsForTeams
microsoft,devbox-accessibility,2,1,,https://github.com/microsoft/devbox-accessibility
microsoft,devbox-config,1,0,PowerShell,https://github.com/microsoft/devbox-config
microsoft,devbox-mcp-server,7,1,,https://github.com/microsoft/devbox-mcp-server
microsoft,devcenter-catalog,46,181,PowerShell,https://github.com/microsoft/devcenter-catalog
microsoft,devcenter-examples,28,33,PowerShell,https://github.com/microsoft/devcenter-examples
microsoft,DevCommVSLRepos,1,3,C#,https://github.com/microsoft/DevCommVSLRepos
microsoft,DevComUWPRepos,3,0,,https://github.com/microsoft/DevComUWPRepos
microsoft,devcontainer-feature-k3s,5,4,Shell,https://github.com/microsoft/devcontainer-feature-k3s
microsoft,DevCookbook,46,28,HTML,https://github.com/microsoft/DevCookbook
microsoft,DevDay2020KeynoteDemoAndroid,2,3,Java,https://github.com/microsoft/DevDay2020KeynoteDemoAndroid
microsoft,DevDay2020KeynoteDemoUWP,27,6,C#,https://github.com/microsoft/DevDay2020KeynoteDemoUWP
microsoft,DevDay2020KeynoteDemoWeb,3,2,HTML,https://github.com/microsoft/DevDay2020KeynoteDemoWeb
microsoft,DevDay2020KeynoteDemoWin32,4,2,C++,https://github.com/microsoft/DevDay2020KeynoteDemoWin32
microsoft,DevDay2020KeynoteDemoXamarin,5,3,C#,https://github.com/microsoft/DevDay2020KeynoteDemoXamarin
microsoft,Develop-Custom-Object-Detection-Models-with-NVIDIA-and-Azure-ML-Studio,3,0,,https://github.com/microsoft/Develop-Custom-Object-Detection-Models-with-NVIDIA-and-Azure-ML-Studio
microsoft,developer-immersion-data,92,62,PHP,https://github.com/microsoft/developer-immersion-data
microsoft,developer-platform-website,5,2,TypeScript,https://github.com/microsoft/developer-platform-website
microsoft,developerkorea,68,13,C#,https://github.com/microsoft/developerkorea
microsoft,devex-dev-day,2,0,,https://github.com/microsoft/devex-dev-day
microsoft,devex-unlocked,2,0,,https://github.com/microsoft/devex-unlocked
microsoft,devfactory,8,10,HCL,https://github.com/microsoft/devfactory
microsoft,devhome,37,12,C#,https://github.com/microsoft/devhome
microsoft,DevHomeAzureExtension,6,1,C#,https://github.com/microsoft/DevHomeAzureExtension
microsoft,devhomegithubextension,9,2,C#,https://github.com/microsoft/devhomegithubextension
microsoft,devices-hardware-dev-center-manager,14,10,C#,https://github.com/microsoft/devices-hardware-dev-center-manager
microsoft,devicescript,3458,128,TypeScript,https://github.com/microsoft/devicescript
microsoft,devicescript-esp32,25,4,C,https://github.com/microsoft/devicescript-esp32
microsoft,devicescript-gateway,13,5,TypeScript,https://github.com/microsoft/devicescript-gateway
microsoft,devicescript-pico,17,4,C,https://github.com/microsoft/devicescript-pico
microsoft,devicescript-stm32,5,0,C,https://github.com/microsoft/devicescript-stm32
microsoft,devinit-example-dotnet-core,2,1,C#,https://github.com/microsoft/devinit-example-dotnet-core
microsoft,devinit-example-nodejs,2,2,JavaScript,https://github.com/microsoft/devinit-example-nodejs
microsoft,devkit-sdk,71,55,C,https://github.com/microsoft/devkit-sdk
microsoft,DevOps-Architecture,92,49,,https://github.com/microsoft/DevOps-Architecture
microsoft,devops-for-windows-apps,68,28,C#,https://github.com/microsoft/devops-for-windows-apps
microsoft,DevOps-Immersion,13,10,C#,https://github.com/microsoft/DevOps-Immersion
microsoft,devops-pipelines,15,11,Jupyter Notebook,https://github.com/microsoft/devops-pipelines
microsoft,devops-project-samples,416,1804,JavaScript,https://github.com/microsoft/devops-project-samples
microsoft,DevOps-with-GitHub-Event-Learning-Path,44,18,,https://github.com/microsoft/DevOps-with-GitHub-Event-Learning-Path
microsoft,DevSkim,960,120,C#,https://github.com/microsoft/DevSkim
microsoft,DevSkim-Action,41,14,Shell,https://github.com/microsoft/DevSkim-Action
microsoft,DevSkim-Sublime-Plugin,18,11,Python,https://github.com/microsoft/DevSkim-Sublime-Plugin
microsoft,DevSkim-VisualStudio-Extension,54,9,,https://github.com/microsoft/DevSkim-VisualStudio-Extension
microsoft,DevSkim-VSCode-Plugin,38,8,,https://github.com/microsoft/DevSkim-VSCode-Plugin
microsoft,devsquad-accelerators,17,3,,https://github.com/microsoft/devsquad-accelerators
microsoft,devsquad-dataops,36,23,PowerShell,https://github.com/microsoft/devsquad-dataops
microsoft,devsquad-mlops,10,5,PowerShell,https://github.com/microsoft/devsquad-mlops
microsoft,dfd-defender-cli,2,1,,https://github.com/microsoft/dfd-defender-cli
microsoft,dfd-sl-ado-extension,6,0,,https://github.com/microsoft/dfd-sl-ado-extension
microsoft,DFOL-VQA,41,7,Python,https://github.com/microsoft/DFOL-VQA
microsoft,DGT,16,3,Python,https://github.com/microsoft/DGT
microsoft,Dhalion,66,26,Java,https://github.com/microsoft/Dhalion
microsoft,DI-Bench,6,0,Python,https://github.com/microsoft/DI-Bench
microsoft,dia-rs,41,6,Rust,https://github.com/microsoft/dia-rs
microsoft,diag4j,6,2,,https://github.com/microsoft/diag4j
microsoft,DiagManager,261,94,TSQL,https://github.com/microsoft/DiagManager
microsoft,DialogLM,141,9,Python,https://github.com/microsoft/DialogLM
microsoft,DialoGPT,2412,346,Python,https://github.com/microsoft/DialoGPT
microsoft,DialogRPT,4,3,,https://github.com/microsoft/DialogRPT
microsoft,dialop,7,1,Python,https://github.com/microsoft/dialop
microsoft,DICE,0,0,,https://github.com/microsoft/DICE
microsoft,DiceWeb,8,18,Pawn,https://github.com/microsoft/DiceWeb
microsoft,dicom-ohif,42,14,,https://github.com/microsoft/dicom-ohif
microsoft,dicom-server,484,185,C#,https://github.com/microsoft/dicom-server
microsoft,did-ccf,23,4,TypeScript,https://github.com/microsoft/did-ccf
microsoft,did-x509,19,1,Python,https://github.com/microsoft/did-x509
microsoft,didx509cpp,16,4,C++,https://github.com/microsoft/didx509cpp
microsoft,didx509go,2,5,Go,https://github.com/microsoft/didx509go
microsoft,DIF-Net,128,19,Python,https://github.com/microsoft/DIF-Net
microsoft,differentially-private-ngram-extraction,10,2,Python,https://github.com/microsoft/differentially-private-ngram-extraction
microsoft,DiffyConfigAnalyzer,11,0,F#,https://github.com/microsoft/DiffyConfigAnalyzer
microsoft,DigiFace1M,304,23,,https://github.com/microsoft/DigiFace1M
microsoft,digital-content-distribution-toolkit,3,2,C#,https://github.com/microsoft/digital-content-distribution-toolkit
microsoft,digital-content-distribution-toolkit-client,2,2,Kotlin,https://github.com/microsoft/digital-content-distribution-toolkit-client
microsoft,digital-content-distribution-toolkit-edge,1,1,Go,https://github.com/microsoft/digital-content-distribution-toolkit-edge
microsoft,digital-content-distribution-toolkit-infra,4,2,HCL,https://github.com/microsoft/digital-content-distribution-toolkit-infra
microsoft,Digital-Documentation-Shipping-Industry-Solution-Accelerator,11,11,C#,https://github.com/microsoft/Digital-Documentation-Shipping-Industry-Solution-Accelerator
microsoft,Digital-Twin-Builder-in-Real-Time-Intelligence,2,1,,https://github.com/microsoft/Digital-Twin-Builder-in-Real-Time-Intelligence
microsoft,digitalworkplace-workflows,8,1,PowerShell,https://github.com/microsoft/digitalworkplace-workflows
microsoft,diner-wp,24,19,C#,https://github.com/microsoft/diner-wp
microsoft,DINT,6,5,TypeScript,https://github.com/microsoft/DINT
microsoft,dion,360,27,Python,https://github.com/microsoft/dion
microsoft,direct-preference-optimization,1,1,TypeScript,https://github.com/microsoft/direct-preference-optimization
microsoft,DirectML,2519,324,C++,https://github.com/microsoft/DirectML
microsoft,DirectStorage,789,88,C++,https://github.com/microsoft/DirectStorage
microsoft,DirectX-Debugging-Tools,97,21,JavaScript,https://github.com/microsoft/DirectX-Debugging-Tools
microsoft,DirectX-Graphics-Samples,6541,2121,C++,https://github.com/microsoft/DirectX-Graphics-Samples
microsoft,DirectX-Headers,663,184,C,https://github.com/microsoft/DirectX-Headers
microsoft,DirectX-SDK-Samples,31,11,C++,https://github.com/microsoft/DirectX-SDK-Samples
microsoft,DirectX-Specs,800,159,HTML,https://github.com/microsoft/DirectX-Specs
microsoft,DirectXMath,1712,251,C++,https://github.com/microsoft/DirectXMath
microsoft,DirectXMesh,824,158,C++,https://github.com/microsoft/DirectXMesh
microsoft,DirectXShaderCompiler,3399,804,C++,https://github.com/microsoft/DirectXShaderCompiler
microsoft,DirectXTex,1998,463,C++,https://github.com/microsoft/DirectXTex
microsoft,DirectXTK,2735,530,C++,https://github.com/microsoft/DirectXTK
microsoft,DirectXTK12,1650,463,C++,https://github.com/microsoft/DirectXTK12
microsoft,DiscoFaceGAN,641,97,Python,https://github.com/microsoft/DiscoFaceGAN
microsoft,discrete_attn_transformer,2,0,Python,https://github.com/microsoft/discrete_attn_transformer
microsoft,DiskANN,1493,332,C++,https://github.com/microsoft/DiskANN
microsoft,diskspd,1294,227,C++,https://github.com/microsoft/diskspd
microsoft,diskspd-for-linux,104,17,C++,https://github.com/microsoft/diskspd-for-linux
microsoft,dist-ir,29,2,Python,https://github.com/microsoft/dist-ir
microsoft,distance-learner,15,2,Python,https://github.com/microsoft/distance-learner
microsoft,distdl,2,0,Python,https://github.com/microsoft/distdl
microsoft,Distill-MOS,30,3,Python,https://github.com/microsoft/Distill-MOS
microsoft,Distilled-Sentence-Embedding,32,8,Python,https://github.com/microsoft/Distilled-Sentence-Embedding
microsoft,distilled_decoding,15,1,Python,https://github.com/microsoft/distilled_decoding
microsoft,distPURL,7,2,Python,https://github.com/microsoft/distPURL
microsoft,DistributedBERT,2,4,Python,https://github.com/microsoft/DistributedBERT
microsoft,DistributedDeepLearning,42,12,Python,https://github.com/microsoft/DistributedDeepLearning
microsoft,distributed_skipgram_mixture,115,45,C++,https://github.com/microsoft/distributed_skipgram_mixture
microsoft,distributed_word_embedding,137,56,C++,https://github.com/microsoft/distributed_word_embedding
microsoft,distribution-shift-latent-representations,7,2,Python,https://github.com/microsoft/distribution-shift-latent-representations
microsoft,DistrOpt,3,2,C++,https://github.com/microsoft/DistrOpt
microsoft,DiVeRSe,38,1,,https://github.com/microsoft/DiVeRSe
microsoft,dkernel,2,0,,https://github.com/microsoft/dkernel
microsoft,DKI_LLM,19,3,Python,https://github.com/microsoft/DKI_LLM
microsoft,dlltracer-python,62,5,Cython,https://github.com/microsoft/dlltracer-python
microsoft,DLWorkspace,203,74,JavaScript,https://github.com/microsoft/DLWorkspace
microsoft,DLWorkspaceUsers,3,8,,https://github.com/microsoft/DLWorkspaceUsers
microsoft,dm-ephemeral,1,0,C,https://github.com/microsoft/dm-ephemeral
microsoft,dm-lz4crypt,0,0,C,https://github.com/microsoft/dm-lz4crypt
microsoft,DMF,332,84,C,https://github.com/microsoft/DMF
microsoft,DMTK,2746,559,,https://github.com/microsoft/DMTK
microsoft,DMXInspector,7,5,C++,https://github.com/microsoft/DMXInspector
microsoft,DNATagging,2,1,Mathematica,https://github.com/microsoft/DNATagging
microsoft,DNS-Challenge,1290,437,Python,https://github.com/microsoft/DNS-Challenge
microsoft,do-client,28,22,C++,https://github.com/microsoft/do-client
microsoft,Do-You-See-Me,8,2,Python,https://github.com/microsoft/Do-You-See-Me
microsoft,docker,537,146,Go,https://github.com/microsoft/docker
microsoft,docker-buildx,15,4,Shell,https://github.com/microsoft/docker-buildx
microsoft,Docker-PowerShell,286,87,C#,https://github.com/microsoft/Docker-PowerShell
microsoft,Docker-Provider,159,115,Ruby,https://github.com/microsoft/Docker-Provider
microsoft,DockerTools,176,24,,https://github.com/microsoft/DockerTools
microsoft,dockertools-sampleprojects,10,12,JavaScript,https://github.com/microsoft/dockertools-sampleprojects
microsoft,DockerToolsDocs,59,17,,https://github.com/microsoft/DockerToolsDocs
microsoft,docs-scaffolding,11,3,TypeScript,https://github.com/microsoft/docs-scaffolding
microsoft,docs-yaml,4,9,TypeScript,https://github.com/microsoft/docs-yaml
microsoft,document-generation-solution-accelerator,137,120,TypeScript,https://github.com/microsoft/document-generation-solution-accelerator
microsoft,Document-Knowledge-Mining-Solution-Accelerator,172,86,C#,https://github.com/microsoft/Document-Knowledge-Mining-Solution-Accelerator
microsoft,document-level-targeted-content-transfer,2,0,Python,https://github.com/microsoft/document-level-targeted-content-transfer
microsoft,Documentarian,40,12,PowerShell,https://github.com/microsoft/Documentarian
microsoft,documentdb-kubernetes-operator,12,8,Go,https://github.com/microsoft/documentdb-kubernetes-operator
microsoft,documentdb-test,1,0,,https://github.com/microsoft/documentdb-test
microsoft,documentwmi,9,5,PowerShell,https://github.com/microsoft/documentwmi
microsoft,docusaurus-plugin-application-insights,3,0,TypeScript,https://github.com/microsoft/docusaurus-plugin-application-insights
microsoft,docusaurus-plugins,15,3,TypeScript,https://github.com/microsoft/docusaurus-plugins
microsoft,DogDetector,2,0,C++,https://github.com/microsoft/DogDetector
microsoft,doggone-images,2,0,,https://github.com/microsoft/doggone-images
microsoft,Domain-Adaptation-with-Conditional-Distribution-Matching-and-Generalized-Label-Shift,38,12,Python,https://github.com/microsoft/Domain-Adaptation-with-Conditional-Distribution-Matching-and-Generalized-Label-Shift
microsoft,DomainControllerConfig,16,7,PowerShell,https://github.com/microsoft/DomainControllerConfig
microsoft,domdiffing,9,1,TypeScript,https://github.com/microsoft/domdiffing
microsoft,DonorEngagementAssistant,1,0,,https://github.com/microsoft/DonorEngagementAssistant
microsoft,doodle-to-code,118,18,Bicep,https://github.com/microsoft/doodle-to-code
microsoft,DOSA,8,1,Jupyter Notebook,https://github.com/microsoft/DOSA
microsoft,dotnet,14842,2230,HTML,https://github.com/microsoft/dotnet
microsoft,dotnet-apiport,997,185,C#,https://github.com/microsoft/dotnet-apiport
microsoft,dotnet-apiport-ui,67,11,C#,https://github.com/microsoft/dotnet-apiport-ui
microsoft,dotnet-apiweb,16,15,C#,https://github.com/microsoft/dotnet-apiweb
microsoft,dotnet-client-library,7,11,C#,https://github.com/microsoft/dotnet-client-library
microsoft,dotnet-computevirtualization,141,35,C#,https://github.com/microsoft/dotnet-computevirtualization
microsoft,dotnet-core-sample-templates,28,51,PowerShell,https://github.com/microsoft/dotnet-core-sample-templates
microsoft,dotnet-framework-docker,748,346,Dockerfile,https://github.com/microsoft/dotnet-framework-docker
microsoft,dotnet-framework-docker-samples,170,121,JavaScript,https://github.com/microsoft/dotnet-framework-docker-samples
microsoft,dotnet-llm-eval-samples,17,3,Jupyter Notebook,https://github.com/microsoft/dotnet-llm-eval-samples
microsoft,dotnet-podcasts,2786,759,C#,https://github.com/microsoft/dotnet-podcasts
microsoft,dotnet-rbroker-framework,7,13,C#,https://github.com/microsoft/dotnet-rbroker-framework
microsoft,dotnet-reliability,27,25,C#,https://github.com/microsoft/dotnet-reliability
microsoft,dotnet-samples,714,189,C#,https://github.com/microsoft/dotnet-samples
microsoft,dotnet-timespan-python,8,0,Python,https://github.com/microsoft/dotnet-timespan-python
microsoft,dotnetconf-studentzone,154,85,Jupyter Notebook,https://github.com/microsoft/dotnetconf-studentzone
microsoft,dotstrings,12,8,Python,https://github.com/microsoft/dotstrings
microsoft,dp-few-shot-generation,28,5,Python,https://github.com/microsoft/dp-few-shot-generation
microsoft,dp-transformers,143,29,Python,https://github.com/microsoft/dp-transformers
microsoft,dpm2012r2wap,4,6,C#,https://github.com/microsoft/dpm2012r2wap
microsoft,DPSDA,102,15,Python,https://github.com/microsoft/DPSDA
microsoft,dpsgd-calculator,7,2,Jupyter Notebook,https://github.com/microsoft/dpsgd-calculator
microsoft,dpu-utils,103,43,Python,https://github.com/microsoft/dpu-utils
microsoft,Dr-Jekyll-and-Mr-Hyde-The-Strange-Case-of-Off-Policy-Policy-Updates,5,2,Python,https://github.com/microsoft/Dr-Jekyll-and-Mr-Hyde-The-Strange-Case-of-Off-Policy-Policy-Updates
microsoft,driver-utilities,21,13,C#,https://github.com/microsoft/driver-utilities
